JW_ID	ECK number	B number	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	Yield(uM)	Yield(ug/ml)	Minus Sol	TF Sol	GroE Sol	KJE Sol	Minus(uM)	TF(uM)	GroE(uM)	KJE(uM)	Minus(ug/ml)	TF(ug/ml)	GroE(ug/ml)	KJE(ug/ml)	Calculated MW(kDa)	Calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW0174	ECK0178	b0179	lpxD	lpxD	fir -!- firA -!- hlpA -!- skp -!- ssc -!- omsA	48	2.6	93													36	6.9	e	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase	Cytoplasmic		51161; Trimeric LpxA-like enzymes
JW0175	ECK0179	b0180	fabZ	fabZ	sefA -!- yaeA -!- sabA -!- sfhC	28	1.2	21	24.21	29.07	36.81	31.95	1.877	1.882	1.757	1.977	31.93	32.02	29.89	33.64	17.016	8.2	e	(3R)-hydroxymyristol acyl carrier protein dehydratase	Cytoplasmic		54637; Thioesterase/thiol ester dehydrase-isomerase
JW0176	ECK0180	b0181	lpxA	lpxA		22	4.3	121	33.31	44.02	88.21	102.53	2.191	1.567	2.894	1.991	61.49	43.96	81.19	55.87	28.058	7.34	e	UDP-N-acetylglucosamine acetyltransferase	Cytoplasmic	1LXA	51161; Trimeric LpxA-like enzymes
JW0177	ECK0181	b0182	lpxB	lpxB	pgsB	47	1.9	81													42.3	7.3	e	tetraacyldisaccharide-1-P synthase	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW0178	ECK0182	b0183	rnhB	rnhB		60	0.7	15													21.5	8.4	e	ribonuclease HII, degrades RNA of DNA-RNA hybrids	Cytoplasmic		53098; Ribonuclease H-like
JW0179	ECK0183	b0184	dnaE	dnaE	polC -!- sdgC	32	0.1	19													129.7	5.1	e	DNA polymerase III alpha subunit	Cytoplasmic		50249; Nucleic acid-binding proteins
JW0180	ECK0184	b0185	accA	accA		29	3.1	109	65.02	76.2	109.13	93.16	1.179	1.047	1.772	0.985	41.52	36.86	62.37	34.66	35.201	6.65	e	acetylCoA carboxylase, carboxytransferase, alpha subunit	Cytoplasmic		52096; ClpP/crotonase
JW0181	ECK0185	b0186	ldcC	ldcC	ldc -!- ldcH	6	0.4	31	4.44	23.22	48.52	74.08	0.34	0.205	0.315	0.398	27.4	16.51	25.36	32.02	80.495	5.58	e	lysine decarboxylase 2, constitutive	Cytoplasmic		53383; PLP-dependent transferases 55904; Ornithine decarboxylase C-terminal domain
JW0182	ECK0186	b0187	yaeR	yaeR		82	1.5	22													14.7	6.1	pe	predicted lyase	Cytoplasmic		54593; Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
JW0183	ECK0187	b0188	tilS	tilS	mesJ -!- yaeN	33	0.7	34													48.2	7.3	e	tRNA(Ile)-lysidine synthetase	Cytoplasmic		52402; Adenine nucleotide alpha hydrolases
JW0184	ECK0188	b0189	rof	rof	yaeO -!- mesJ	114	2.7	25													9.5	5.8	f	modulator of Rho-dependent transcription termination	Cytoplasmic		
JW0185	ECK0189	b4406	yaeP	yaeP		109	2	15													7.2	6.1	o	conserved protein	Cytoplasmic		
JW0186	ECK0190	b0190	yaeQ	yaeQ		77	0.9	18													20.8	6.1	o	conserved protein	Cytoplasmic		
JW0187	ECK0191	b0191	yaeJ	yaeJ		109	0.8	12													15.6	11.4	d	conserved protein	Cytoplasmic		
JW0188	ECK0192	b0192	nlpE	nlpE	cutF	113	0.1	3													25.8	5.9	lp	lipoprotein involved with copper homeostasis and adhesion	Outer Membrane Lipoprotein		
JW5016	ECK0193	b0193	yaeF	yaeF	yaeK	51	1.4	43													29.9	8.5	lp	predicted lipoprotein	Outer Membrane Lipoprotein		
JW0190	ECK0194	b0194	proS	proS	drp -!- drpA	17	0.5	29	20.81	55.96	42.41	77.49	0.494	0.479	0.709	0.729	31.43	30.49	45.07	46.35	63.61	5.28	e	prolyl-tRNA synthetase	Cytoplasmic		52954; Anticodon-binding domain of Class II aaRS 55681; Class II aaRS and biotin synthetases 55826; Hypothetical protein HI1434 (YbaK homologue)
JW0191	ECK0195	b0195	yaeB	yaeB		86	2.2	58													26.3	8.9	o	conserved protein	Cytoplasmic		
JW0192	ECK0196	b0196	rcsF	rcsF		82	0.9	13													14.2	9.7	pr	predicted outer membrane protein, signal	Outer Membrane Lipoprotein		
JW0193	ECK0197	b0197	metQ	metQ	yaeC -!- metD	86	3.6	104													29.4	6.1	t	DL-methionine transporter subunit periplasmic-binding component of ABC superfamily	Membrane Lipoprotein		53850; Periplasmic binding protein-like II
JW0195	ECK0199	b0199	metN	metN	abc -!- metD	23	1.9	73	15.23	20.44	26.57	55.57	4.74	3.654	4.976	5.033	178.95	137.95	187.83	190	37.749	6.52	t	DL-methionine transporter subunit ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0196	ECK0200	b0200	gmhB	gmhB	yaeD -!- gmbC -!- gmbX -!- wcbN	93	2.6	56													21.3	5.8	e	D,D-heptose 1,7-bisphosphate phosphatase	Cytoplasmic		56784; HAD-like
JW0197	ECK0207	b0207	dkgB	dkgB	yafB	79	0.4	12													29.4	6.3	e	2,5-diketo-D-gluconate reductase B	Cytoplasmic		51430; NAD(P)-linked oxidoreductase
JW0198	ECK0208	b0208	yafC	yafC		8	1.5	50	10.69	16.47	36.54	44.08	4.605	4.413	5.388	5.497	155.39	148.89	181.8	185.47	33.741	8.02	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW5017	ECK0209	b0209	yafD	yafD		10	1	30	1.44	3.44	28.62	17.2	3.722	2.838	4.033	3.352	111.56	85.06	120.87	100.46	29.972	10.19	d	conserved protein	Cytoplasmic		56219; DNase I-like
JW5018	ECK0211	b0211	mltD	mltD	dniR -!- yafG	29	1.8	86													49.4	10.4	pe	predicted membrane-bound lytic murein transglycosylase D	Outer Membrane Lipoprotein		53955; Lysozyme-like 54106; LysM domain
JW0202	ECK0212	b0212	gloB	gloB	yafR	80	0.4	11													28.4	6.1	pe	predicted hydroxyacylglutathione hydrolase	Cytoplasmic		56281; Metallo-hydrolase/oxidoreductase
JW0204	ECK0214	b0214	rnhA	rnhA	cer -!- dasF -!- herA -!- rnh -!- sdrA -!- sin	73	2.3	40													17.6	8.7	e	ribonuclease HI, degrades RNA of DNA-RNA hybrids	Cytoplasmic	1RCH	53098; Ribonuclease H-like
JW0205	ECK0215	b0215	dnaQ	dnaQ	mutD	13	1.7	46	5.99	5.85	41.25	60.26	8.043	9.291	8.351	6.365	217.72	251.49	226.05	172.3	27.068	6.27	e	DNA polymerase III epsilon subunit	Cytoplasmic		53098; Ribonuclease H-like
JW0206	ECK0217	b0217	yafT	yafT		61	0.5	13													29.6	7.5	pe	predicted aminopeptidase	Outer Membrane Lipoprotein		
JW5019	ECK0220	b0219	yafV	yafV		44	1.8	53													28.9	6.8	pe	predicted C-N hydrolase family amidase, NAD(P)-binding	Cytoplasmic		56317; Nitrilase/N-carbamoyl-D-aminoacid amidohydrolase
JW0210	ECK0221	b0220	ivy	ivy	ykfE -!- up18	27	1.3	23													16.9	7.8	pr	inhibitor of vertebrate C-lysozyme	Periplasmic	1GPQ	
JW0212	ECK0223	b0222	lpcA	lpcA	gmhA -!- yafI -!- tfrA	92	1.9	40													20.8	6.8	e	D-sedoheptulose 7-phosphate isomerase	Cytoplasmic		53697; SIS domain
JW0213	ECK0224	b0223	yafJ	yafJ		33	2	56													28.6	8.1	pe	predicted amidotransfease	Cytoplasmic		56235; N-terminal nucleophile aminohydrolases (Ntn hydrolases)
JW0214	ECK0225	b0224	yafK	yafK		26	1	27													28	9.6	o	conserved protein	Periplasmic		
JW0215	ECK0226	b0225	yafQ	yafQ		107	0.4	4													10.8	10.2	pf	predicted toxin of the YafQ-DinJ toxin-antitoxin system	Cytoplasmic		
JW0216	ECK0227	b0226	dinJ	dinJ	yebG	83	3.8	36													9.4	7.4	pf	predicted antitoxin of YafQ-DinJ toxin-antitoxin system	Cytoplasmic		
JW0217	ECK0228	b0227	yafL	yafL		35	0.3	10													28.8	10.2	lp	predicted lipoprotein and C40 family peptidase	Periplasmic		
JW0218	ECK0229	b0228	yafM	yafM		47	0.3	7													20	10.1	o	conserved protein	Cytoplasmic		
JW5812	ECK0231	b0230	mbhA	mbhA		74	3.4	94													27.9	9.5	su	flagellar system protein, promoterless fragment (pseudogene)	Cytoplasmic		
JW5811	ECK0230	b0229	fhiA	fhiA		9	0.9	58													62.1	6.4	su	flagellar system protein, promoterless fragment (pseudogene)	Integral Membrane Protein		
JW0221	ECK0232	b0231	dinB	dinB	dinB -!- dinP	26	1	41	13.97	8.65	44.9	47.51	2.81	2.151	3.335	2.345	110.96	84.93	131.68	92.59	39.488	9.69	e	DNA polymerase IV	Cytoplasmic		56672; DNA/RNA polymerases
JW0223	ECK0234	b0233	yafO	yafO		16	1.1	17	21.81	50.09	95.16	118.99	1.068	0.97	0.842	1.098	16.52	15	13.03	16.99	15.475	8.46	pf	predicted toxin of the YafO-YafN toxin-antitoxin system	Cytoplasmic		
JW0224	ECK0235	b0234	yafP	yafP		77	1.7	30													17.5	9.9	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Cytoplasmic		55729; Acyl-CoA N-acyltransferases (Nat)
JW0227	ECK0238	b0237	pepD	pepD	pepH	88	0.4	23													52.9	5.5	e	aminoacyl-histidine dipeptidase (peptidase D)	Cytoplasmic		53187; Zn-dependent exopeptidases
JW0229	ECK0240	b0239	frsA	frsA	yafA	13	1	49	7.78	22.58	45.02	64.36	2.554	2.165	2.429	1.759	119.97	101.67	114.05	82.6	46.964	7.07	r	hydrolase, binds to enzyme IIA(Glc)	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0230	ECK0241	b0240	crl	crl		87	2.2	34													15.6	7.7	r	DNA-binding transcriptional regulator	Cytoplasmic		
JW0231	ECK0242	b0241	phoE	phoE	ompE	3	2.8	107													38.9	5.6	t	outer membrane phosphoporin protein E	Outer Membrane B-barrel protein	1PHO	56935; Porins
JW0232	ECK0243	b0242	proB	proB	pro2 -!- pro(2)	88	1.2	48													39	6.7	e	gamma-glutamate kinase	Cytoplasmic		53633; Carbamate kinase-like
JW0233	ECK0244	b0243	proA	proA	proL -!- pro1 -!- pro(1)	119	1.7	75													44.6	6	e	gamma-glutamylphosphate reductase	Cytoplasmic		53720; ALDH-like
JW0234	ECK0246	b0245	ykfI	ykfI		29	2.8	36	37.66	68.26	62.2	101.97	2.177	2.191	2.509	2.893	28.07	28.25	32.36	37.31	12.896	10.04	h	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	Cytoplasmic		
JW0235	ECK0247	b0246	yafW	yafW		14	2.4	29	5.13	7.31	18.37	31.01	12.506	11.645	14.164	14.798	149.19	138.93	168.97	176.54	11.93	7.28	h	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system	Cytoplasmic		
JW0236	ECK0249	b0247	ykfG	ykfG		28	1.5	26	29.03	39.35	62.82	59.31	1.709	1.615	1.892	1.751	30.91	29.21	34.22	31.68	18.09	9.91	h	CP4-6 prophage; predicted DNA repair protein	Cytoplasmic		
JW5022	ECK0250	b0248	yafX	yafX		94	3.1	54													17.4	5.5	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW5023	ECK0251	b0249	ykfF	ykfF		87	3.7	33													9	10.4	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW0239	ECK0252	b0250	ykfB	ykfB		60	3.3	56													17	5.6	h	CP4-6 prophage; predicted protein	Periplasmic		
JW0240	ECK0253	b0251	yafY	yafY		27	0.8	28	6.68	22.79	9.16	56.29	2.689	2.914	2.705	2.679	88.67	96.08	89.19	88.35	32.975	8.19	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW0242	ECK0254	b0252	yafZ	yafZ		9	1.7	53	5.2	8.87	25.08	28.15	2.345	2.291	2.71	2.492	72.76	71.07	84.1	77.33	31.029	9.91	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0243	ECK0255	b0253	ykfA	ykfA		32	0.6	21													31.9	8.1	h	CP4-6 prophage; predicted GTP-binding protein	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0244	ECK0256	b0254	perR	perR	katC	10	0.9	30	6.31	14.27	31.85	50.25	1.286	1.509	1.919	1.56	43.21	50.7	64.48	52.43	33.605	6.82	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW0247	ECK0259	b0257	insO	insO-1		13	1.9	31	6.99	21.97	27.48	49.95	2.326	1.721	2.145	2.162	36.86	27.28	34	34.26	15.849	10.08	h	CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element.	Cytoplasmic		53098; Ribonuclease H-like
JW5813	ECK0260	b0258	ykfC	ykfC		21	1.5	64	11.8	53.49	23.48	56.24	1.313	1.615	1.817	1.83	57.4	70.61	79.45	80.02	43.723	10.82	h	CP4-6 prophage; conserved protein	Cytoplasmic		56672; DNA/RNA polymerases
JW0253	ECK0263	b0261	mmuM	mmuM	yagD	98	0.4	13													33.4	5.9	h	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase	Cytoplasmic		
JW0254	ECK0264	b0262	afuC	afuC	yagC	42	1.7	65													39	6.4	h	CP4-6 prophage; predicted ferric transporter subunit ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0255	ECK0265	b0263	afuB	afuB		31	2.1	28													13.1	9.7	h	CP4-6 prophage; predicted ferric trasnporter subunit membrane component of ABC superfamily	Integral Membrane Protein		
JW0258	ECK0266	b4505	ykgN	ykgN		12	3.2	40	11.3	25.07	16.22	95.21	3.223	2.697	3.553	3.847	41.41	34.65	45.64	49.42	12.846	8.77	ph	predicted IS protein	Cytoplasmic		46689; Homeodomain-like
JW0259	ECK0267	b0266	yagB	yagB		6	5.1	67	7.83	12.91	53.14	66.51	4.121	3.557	4.205	4.308	54.3	46.87	55.41	56.77	13.177	8.05	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0260	ECK0268	b0267	yagA	yagA		2	0.6	27	4.13	9.8	48.21	34.97	0.641	0.655	0.976	0.652	28.04	28.64	42.68	28.52	43.745	9.79	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like 53098; Ribonuclease H-like
JW0261	ECK0269	b0268	yagE	yagE		51	1.9	63													33.3	6.5	h	CP4-6 prophage; predicted lyase/synthase	Cytoplasmic		51569; Aldolase
JW0266	ECK0274	b0273	argF	argF	Arg5 -!- argD	9	2	72	13.73	17.42	49.83	90.06	2.533	2.645	2.9	2.266	93.18	97.32	106.68	83.36	36.786	6.18	h	CP4-6 prophage; ornithine carbamoyltransferase 2, chain F	Cytoplasmic		53671; Aspartate/ornithine carbamoyltransferase
JW0271	ECK0276	b0277	yagK	yagK		94	2.3	55													24.5	7.9	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0272	ECK0277	b0278	yagL	yagL		14	1.1	29	13.58	26.16	11.97	51.29	1.312	1.546	1.367	1.11	35.76	42.14	37.27	30.26	27.264	9.87	h	CP4-6 prophage; DNA-binding protein	Cytoplasmic		46689; Homeodomain-like 53041; Resolvase-like
JW0273	ECK0278	b0279	yagM	yagM		21	0.4	12	12.78	27.54	25.64	99.38	0.474	0.559	0.438	0.417	15.46	18.24	14.29	13.61	32.652	8.69	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW0276	ECK0281	b0282	yagP	yagP		19	1.3	20	9.82	20.84	53.05	28.52	2.206	1.922	2.308	2.217	33.96	29.59	35.53	34.14	15.396	9.16	pr	predicted transcriptional regulator	Cytoplasmic		53850; Periplasmic binding protein-like II
JW0277	ECK0282	b0283	yagQ	yagQ		16	0.5	19	8.39	17.63	65.08	73.46	0.861	0.743	0.873	0.611	30.06	25.95	30.49	21.35	34.921	7.02	o	conserved protein	Cytoplasmic		
JW0278	ECK0283	b0284	yagR	yagR		28	0.5	37													78	6.2	pe	predicted oxidoreductase with molybdenum-binding domain	Periplasmic		54665; CO dehydrogenase molybdoprotein N-domain-like 56003; Molybdemum cofactor-binding domain
JW0279	ECK0284	b0285	yagS	yagS		15	0.7	24													33.8	9.4	pe	predicted oxidoreductase with FAD-binding domain	Membrane Anchored		55447; CO dehydrogenase flavoprotein C-terminal domain-like 56176; FAD-binding domain
JW0280	ECK0285	b0286	yagT	yagT		89	3.1	74													24.3	6.2	pe	predicted xanthine dehydrogenase, 2Fe-2S subunit	Cytoplasmic		54292; 2Fe-2S ferredoxin-like
JW0281	ECK0286	b0287	yagU	yagU		44	0.2	4													22.9	7.7	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0282	ECK0287	b0288	ykgJ	ykgJ		33	1.7	20													11.8	8.3	pc	predicted ferredoxin	Periplasmic		
JW5030	ECK0288	b0289	yagV	yagV		18	2.2	59													26.6	10	d	conserved protein	Periplasmic		49354; PapD-like
JW0284	ECK0289	b0290	yagW	yagW		2	0.8	46													59.9	5.9	pr	predicted receptor	Periplasmic		
JW0286	ECK0291	b0292	yagY	yagY		26	1.1	28													24.5	10	o	predicted protein	Periplasmic		
JW0287	ECK0292	b0293	yagZ	yagZ		35	2	40													20.1	6.4	o	conserved protein	Periplasmic		
JW5035	ECK0296	b0296	ykgM	ykgM		72	4.5	44													9.9	10	ps	predicted ribosomal protein	Cytoplasmic		
JW0291	ECK0297	b0297	eaeH	eaeH		5	2.1	70													33.1	8.8	f	attaching and effacing protein, pathogenesis factor	Membrane Anchored		
JW5037	ECK0300	b0300	ykgA	ykgA		14	1.4	37	7.1	20.86	81.88	67.72	1.593	1.545	1.426	1.299	43.08	41.8	38.56	35.13	27.047	9.12	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like 55136; Probable bacterial effector-binding domain
JW5040	ECK0303	b0304	ykgC	ykgC		47	0.6	30													48.2	6.5	pe	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain	Cytoplasmic		51905; FAD/NAD(P)-binding domain 55424; FAD/NAD-linked reductases, dimerisation (C-terminal) domain
JW0298	ECK0304	b0305	ykgD	ykgD		14	1.5	47	7.71	6.72	42.15	23.94	5.593	5.395	6.779	5.133	175.89	169.65	213.17	161.42	31.447	7.55	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like 51182; RmlC-like
JW5041	ECK0305	b0306	ykgE	ykgE		10	2.2	58	10.12	12.49	61.79	69.36	3.176	2.741	2.835	2.406	82.52	71.2	73.66	62.5	25.978	7.79	pe	predicted oxidoreductase	Cytoplasmic		
JW5042	ECK0307	b0308	ykgG	ykgG		81	3	75													25.2	5.7	pt	predicted transporter	Cytoplasmic		
JW0303	ECK0309	b0311	betA	betA		9	1.2	75	6.99	20.78	61.62	75.02	0.974	1.097	1.226	1.156	60.18	67.81	75.78	71.44	61.807	5.78	e	choline dehydrogenase, a flavoprotein	Cytoplasmic		51905; FAD/NAD(P)-binding domain 54373; FAD-linked reductases, C-terminal domain
JW0304	ECK0310	b0312	betB	betB		34	1.7	89													52.8	5.6	e	betaine aldehyde dehydrogenase, NAD-dependent	Cytoplasmic		53720; ALDH-like
JW0305	ECK0311	b0313	betI	betI		19	1.4	31	17.63	32.1	65.71	95.59	3.693	3.504	3.735	3.354	80.52	76.4	81.43	73.12	21.802	10.86	r	DNA-binding transcriptional repressor	Cytoplasmic		46689; Homeodomain-like
JW0307	ECK0313	b0315	yahA	yahA		26	1.1	44	23.94	39.96	45.8	67.16	1.179	1.186	1.62	1.325	47.97	48.26	65.92	53.93	40.684	6.42	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46894; C-terminal, effector domain of the bipartite response regulators
JW0308	ECK0314	b0316	yahB	yahB		2	1.8	64													34.8	7.6	pr	predicted DNA-bindng transcriptional regulator	Periplasmic		46785; Winged helix 53850; Periplasmic binding protein-like II
JW0310	ECK0316	b0318	yahD	yahD		33	3.1	67													21.7	6.3	pr	predicted transcriptional regulator with ankyrin domain	Cytoplasmic		48403; Ankyrin repeat
JW0311	ECK0317	b0319	yahE	yahE		6	1.5	48	2.46	4.15	25.11	10.53	5.032	3.794	5.055	4.498	162.22	122.3	162.96	144.99	32.237	6.73	o	predicted protein	Cytoplasmic		
JW0313	ECK0319	b0321	yahG	yahG		31	0.8	39													50.3	5.3	o	conserved protein	Cytoplasmic		
JW0315	ECK0321	b0323	yahI	yahI		83	1.6	54													33.9	6.4	pe	predicted carbamate kinase-like protein	Cytoplasmic		53633; Carbamate kinase-like
JW0316	ECK0322	b0324	yahJ	yahJ		12	1.3	65													50.5	6.5	pe	predicted deaminase with metallo-dependent hydrolase domain	Periplasmic		51338; Composite domain of metallo-dependent hydrolases
JW0317	ECK0323	b0325	yahK	yahK		74	2.3	89													37.9	6.2	pe	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	Cytoplasmic		50129; GroES-like 51735; NAD(P)-binding Rossmann-fold domains
JW0320	ECK0326	b0328	yahN	yahN		45	0.2	6													24.8	10.9	t	neutral amino-acid efflux system	Integral Membrane Protein		
JW0321	ECK0327	b0329	yahO	yahO		86	0.6	6													9.9	8.2	o	predicted protein	Periplasmic		
JW0322	ECK0328	b0330	prpR	prpR	yahP	15	0.4	22	18.77	30.41	28.27	64.11	0.462	0.474	0.528	0.39	27.09	27.75	30.92	22.85	58.595	8.62	r	DNA-binding transcriptional regulator	Cytoplasmic		48283; FIS-like 52540; P-loop containing nucleotide triphosphate hydrolases
JW0323	ECK0329	b0331	prpB	prpB	yahQ	34	0.7	23													32.1	6.2	e	2-methylisocitrate lyase	Cytoplasmic		51621; Phosphoenolpyruvate/pyruvate domain
JW0324	ECK0330	b0333	prpC	prpC	yahS -!- yzzD	93	1.2	52													43.1	7.2	e	2-methylcitrate synthase	Cytoplasmic		48256; Citrate synthase
JW0325	ECK0331	b0334	prpD	prpD	acnC -!- yahT	10	0.7	36	9.13	16.23	59.46	76.95	0.746	0.887	0.809	0.763	40.19	47.81	43.57	41.09	53.891	6.19	e	2-methylcitrate dehydratase	Cytoplasmic	1SZQ	
JW0326	ECK0332	b0335	prpE	prpE	yahU	14	0.5	32	12.64	30.66	71.91	91.65	0.24	0.403	0.396	0.347	16.62	27.91	27.4	24.05	69.274	5.99	pe	predicted propionyl-CoA synthetase with ATPase domain	Cytoplasmic		56801; Firefly luciferase-like
JW0328	ECK0334	b0337	codA	codA		11	1.6	74	18.34	22.86	104.84	123.17	1.533	1.509	1.226	1.707	72.9	71.73	58.28	81.13	47.542	6.1	e	cytosine deaminase	Cytoplasmic	1K70	51338; Composite domain of metallo-dependent hydrolases 51556; Metallo-dependent hydrolases
JW0330	ECK0336	b0339	cynT	cynT		47	1	25													23.7	7.8	e	carbonic anhydrase	Cytoplasmic		53056; beta-carbonic anhydrase, cab
JW0331	ECK0337	b0340	cynS	cynS	cnt -!- cyaN	52	2.1	36													17	6.5	e	cyanate aminohydrolase	Cytoplasmic	1DW9	47413; lambda repressor-like DNA-binding domains 55234; Cyanase C-terminal domain
JW0335	ECK0341	b0344	lacZ	lacZ		42	0.1	8													116.3	5.4	e	beta-D-galactosidase	Cytoplasmic	1JZ2	49303; beta-Galactosidase/glucuronidase domain 49785; Galactose-binding domain-like 51445; (Trans)glycosidases
JW0336	ECK0342	b0345	lacI	lacI		32	0.5	21													38.6	7.3	r	DNA-binding transcriptional repressor	Cytoplasmic	1LBI	47413; lambda repressor-like DNA-binding domains 53822; Periplasmic binding protein-like I
JW0337	ECK0343	b0346	mhpR	mhpR		5	2	69	3.82	19.64	12.9	27.19	2.385	1.365	2.451	2.638	84.78	48.51	87.11	93.79	35.549	9.09	r	DNA-binding transcriptional activator, 3HPP-binding	Cytoplasmic		46785; Winged helix
JW0338	ECK0344	b0347	mhpA	mhpA		7	0.3	21	4.32	10.33	48.05	78.63	0.575	0.575	0.479	0.447	35.75	35.75	29.77	27.77	62.129	8	e	3-(3-hydroxyphenyl)propionate hydroxylase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains 51905; FAD/NAD(P)-binding domain
JW0339	ECK0345	b0348	mhpB	mhpB		8	2	70	12.33	25.7	53.62	81.81	2.061	2.316	2.699	2.811	70.4	79.1	92.19	96.01	34.156	5.98	e	2,3-dihydroxyphenylpropionate 1,2-dioxygenase	Cytoplasmic		53213; LigB subunit of an aromatic-ring-opening dioxygenase LigAB
JW0340	ECK0346	b0349	mhpC	mhpC		17	1.7	55	17.9	33.22	86.84	58.3	2.355	1.907	1.921	2.297	76.68	62.09	62.53	74.77	32.553	7.03	e	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0341	ECK0347	b0350	mhpD	mhpD	mhpS	75	1.8	53													28.9	6	e	2-keto-4-pentenoate hydratase	Cytoplasmic	1SV6	56529; FAH
JW0342	ECK0348	b0351	mhpF	mhpF		58	1.4	47													33.4	6.1	e	acetaldehyde-CoA dehydrogenase II, NAD-binding	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW0343	ECK0349	b0352	mhpE	mhpE		10	1.7	62	7.82	11.67	71.72	64.44	2.38	2.075	2.513	2.437	86.7	75.6	91.56	88.8	36.432	6.15	e	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	Cytoplasmic		51366; Ribulose-phoshate binding barrel
